,molregno,chembl_id,max_phase,canonical_smiles,standard_inchi_key,mw_freebase,molecular_weight,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,np_likeness_score,natural_product,prodrug,ro3_pass,oral,parenteral,topical
269,8609,CHEMBL273977,2.0,O=S(=O)([O-])NC1CCCCC1.[Na+],UDIPTWFVPPPURJ-UHFFFAOYSA-M,201.22,201.22,,,,,,,,,,,1,0,,0,0,0
727,29061,CHEMBL265502,3.0,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,FIAFUQMPZJWCLV-UHFFFAOYSA-N,1297.3,1297.3,,,,,,,,,,,1,0,,0,0,0
747,30211,CHEMBL23393,3.0,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],DBMJMQXJHONAFJ-UHFFFAOYSA-M,288.38,288.38,,,,,,,,,,,1,0,,0,0,0
976,45921,CHEMBL32994,2.0,C[Si](C)(C)c1cc(C(=O)Nc2ccc(C(=O)O)cc2)cc([Si](C)(C)C)c1,VVTNSTLJOVCBDL-UHFFFAOYSA-N,385.61,385.61,,,,,,,,,,,1,0,,0,0,0
1136,59311,CHEMBL413376,3.0,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)[O-])c5cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c45)ccc3C)c2)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],VAPNKLKDKUDFHK-UHFFFAOYSA-H,1297.3,1429.19,,,,,,,,,,,0,0,,0,0,0
1278,70140,CHEMBL262777,4.0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,MYPYJXKWCTUITO-LYRMYLQWSA-N,1449.27,1449.27,,,,,,,,,,,1,0,,1,1,0
1312,75507,CHEMBL51085,3.0,O=c1c2ccccc2[se]n1-c1ccccc1,DYEFUKCXAQOFHX-UHFFFAOYSA-N,274.18,274.18,,,,,,,,,,,1,0,,0,0,0
1398,84251,CHEMBL264241,4.0,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,JHVAMHSQVVQIOT-MFAJLEFUSA-N,1140.25,1140.25,,,,,,,,,,,1,0,,0,1,0
1476,92706,CHEMBL58061,3.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,WZRJTRPJURQBRM-UHFFFAOYSA-N,543.61,543.61,,,,,,,,,,,0,0,,0,0,0
1523,98058,CHEMBL62382,1.0,C[Se]C[C@H](N)C(=O)O,XDSSPSLGNGIIHP-VKHMYHEASA-N,182.08,182.08,,,,,,,,,,,1,0,,0,0,0
1546,100479,CHEMBL62381,2.0,CCCC(=O)[O-].[Na+],MFBOGIVSZKQAPD-UHFFFAOYSA-M,110.09,110.09,,,,,,,,,,,1,0,,0,0,0
1557,101924,CHEMBL984,4.0,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],WMSYWJSZGVOIJW-ONUALHDOSA-L,1029.28,1100.18,,,,,,,,,,,0,0,,0,1,0
1565,103029,CHEMBL67279,3.0,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,FKCMADOPPWWGNZ-YUMQZZPRSA-N,214.07,214.07,,,,,,,,,,,1,0,,0,0,0
1656,115554,CHEMBL306823,3.0,O=C([O-])C(Cl)Cl.[Na+],LUPNKHXLFSSUGS-UHFFFAOYSA-M,150.92,150.92,,,,,,,,,,,0,0,,0,0,0
1677,118669,CHEMBL166,3.0,Nc1nc(N)nc(Nc2ccc([As]3SCC(CO)S3)cc2)n1,JCYZMTMYPZHVBF-UHFFFAOYSA-N,398.35,398.35,,,,,,,,,,,1,1,,0,0,0
2045,177686,CHEMBL269259,2.0,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc([C@@H](CCc3ccc(OC)c(OC)c3)OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](CC)c3cc(OC)c(OC)c(OC)c3)c2)c1)c1cc(OC)c(OC)c(OC)c1,GQLCLPLEEOUJQC-ZTQDTCGGSA-N,1411.65,1411.65,,,,,,,,,,,0,0,,0,0,0
2084,184737,CHEMBL113178,4.0,C[Se]CC[C@H](N)C(=O)O,RJFAYQIBOAGBLC-BYPYZUCNSA-N,196.11,196.11,,,,,,,,,,,1,0,,0,1,0
2094,187372,CHEMBL325041,3.0,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,GXJABQQUPOEUTA-RDJZCZTQSA-N,384.25,384.25,,,,,,,,,,,1,0,,0,0,0
2249,212379,CHEMBL412309,2.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2[Si](C)(C)C(C)(C)C,XUSKJHCMMWAAHV-SANMLTNESA-N,478.62,478.62,,,,,,,,,,,1,0,,0,0,0
2650,304381,CHEMBL1353,4.0,O=C([O-])O.[Na+],UIIMBOGNXHQVGW-UHFFFAOYSA-M,84.01,84.01,,,,,,,,,,,0,0,,1,1,0
2651,304383,CHEMBL1354,4.0,CC(=O)[O-].[Na+],VMHLLURERBWHNL-UHFFFAOYSA-M,82.03,82.03,,,,,,,,,,,0,0,,0,1,0
2652,304390,CHEMBL1355,4.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],HRXKRNGNAMMEHJ-UHFFFAOYSA-K,258.07,258.07,,,,,,,,,,,1,0,,0,1,0
2653,304398,CHEMBL1356,4.0,O=C([O-])c1ccccc1.[Na+],WXMKPNITSTVMEF-UHFFFAOYSA-M,144.1,144.1,,,,,,,,,,,1,0,,1,1,0
2655,304417,CHEMBL1357,4.0,CC(O)C(=O)[O-].[Na+],NGSFWBMYFKHRBD-UHFFFAOYSA-M,112.06,112.06,,,,,,,,,,,1,0,,0,1,0
2679,311503,CHEMBL186314,4.0,O=C([O-])[O-].[Na+].[Na+],CDBYLPFSWZWCQE-UHFFFAOYSA-L,105.99,105.99,,,,,,,,,,,0,0,,0,0,0
2743,320848,CHEMBL408350,3.0,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,RZHKDBRREKOZEW-AAXZNHDCSA-N,1421.66,1421.66,,,,,,,,,,,1,0,,0,0,0
2855,353084,CHEMBL211538,1.0,OB1OCc2cc(Cl)ccc21,HMAFTPZYFJFEHK-UHFFFAOYSA-N,168.39,168.39,,,,,,,,,,,1,0,,0,0,0
2856,353270,CHEMBL443052,4.0,OB1OCc2cc(F)ccc21,LFQDNHWZDQTITF-UHFFFAOYSA-N,151.93,151.93,,,,,,,,,,,0,0,,0,0,1
2871,360620,CHEMBL374223,2.0,CCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](OP(=O)(O)O)[C@@H]1O,GOWLTLODGKPXMN-MWJFIXGVSA-N,1135.31,1135.31,,,,,,,,,,,1,0,,0,0,0
2972,374037,CHEMBL387675,4.0,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,DOAKLVKFURWEDJ-RWDRXURGSA-N,1620.69,1620.69,,,,,,,,,,,1,0,,0,1,0
3258,430250,CHEMBL261772,4.0,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,FYSVKUUNXYGFLA-CCHMMTNSSA-N,695.06,695.06,,,,,,,,,,,0,0,,0,0,1
3325,441255,CHEMBL270515,2.0,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,SJFBTAPEPRWNKH-CCKFTAQKSA-N,413.28,413.28,,,,,,,,,,,1,0,,0,0,0
3564,464003,CHEMBL447868,1.0,O=C([O-])c1ccccc1O.[Na+],ABBQHOQBGMUPJH-UHFFFAOYSA-M,160.1,160.1,,,,,,,,,,,1,0,,0,0,0
3606,471396,CHEMBL508360,1.0,CO[C@@H]1C/C(C)=C\[C@H]2CC[C@@H]([C@@H](C)C[C@@H](C)C(=O)[C@H](OC)[C@H](O)/C(C)=C/[C@@H](C)C(=O)C[C@@H]([C@H](C)C[C@@H]3CC[C@@H](O)[C@H](OC)C3)OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]3(O)O[C@@H](CC[C@H]3C)C1)N(c1ccccc1)O2,MEHAQNIQDYZFHE-KRWDJPGYSA-N,1037.34,1037.34,,,,,,,,,,,0,0,,0,0,0
3617,476867,CHEMBL500826,2.0,CCC(=O)[O-].[Na+],JXKPEJDQGNYQSM-UHFFFAOYSA-M,96.06,96.06,,,,,,,,,,,1,0,,0,0,0
3646,484950,CHEMBL451930,4.0,CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,UUSZLLQJYRSZIS-LXNNNBEUSA-N,1110.36,1110.36,,,,,,,,,,,1,0,,0,0,0
3730,500520,CHEMBL457547,4.0,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,PIEUQSKUWLMALL-YABMTYFHSA-N,1270.29,1270.29,,,,,,,,,,,1,0,,0,1,0
3781,514906,CHEMBL501259,3.0,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)(O)O)[C@@H]1OCC[C@@H](CCCCCCC)OC,BPSMYQFMCXXNPC-MFCPCZTFSA-N,1313.68,1313.68,,,,,,,,,,,1,0,,0,0,0
3814,520269,CHEMBL484785,4.0,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,USZAGAREISWJDP-UHFFFAOYSA-N,251.05,251.05,,,,,,,,,,,1,0,,0,0,1
4021,580438,CHEMBL1749,4.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],ZGTMUACCHSMWAC-UHFFFAOYSA-L,336.21,336.21,,,,,,,,,,,1,0,,0,1,0
4079,597282,CHEMBL591665,4.0,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],PPASLZSBLFJQEF-RXSVEWSESA-M,198.11,198.11,,,,,,,,,,,1,0,,1,0,0
4217,631811,CHEMBL1084173,2.0,O=C(O)/C(=C/c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,KAMFDHLRBHTIMJ-AZDLLSQWSA-N,710.7,710.7,,,,,,,,,,,0,0,,0,0,0
4246,646449,CHEMBL1165268,4.0,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,FFINMCNLQNTKLU-UHFFFAOYSA-N,1139.76,1139.76,,,,,,,,,,,1,0,,0,1,1
4279,656783,CHEMBL1182833,4.0,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,ILVYCEVXHALBSC-OTBYEXOQSA-N,1029.28,1029.28,,,,,,,,,,,1,0,,0,1,0
4369,674296,CHEMBL1200345,4.0,O=C([O-])CCC(=O)O.[Na+],KZQSXALQTHVPDQ-UHFFFAOYSA-M,140.07,140.07,,,,,,,,,,,0,0,,0,1,0
4372,674301,CHEMBL1200350,4.0,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I)Nc1c(I)cc(I)c(C(=O)[O-])c1I.[Na+].[Na+],SIZXNBZGPPPFHM-UHFFFAOYSA-L,1139.76,1183.73,,,,,,,,,,,0,0,,0,1,0
4378,674309,CHEMBL1200358,4.0,O=C([O-])Cc1ccccc1.[Na+],HZOREEUASZHZBI-UHFFFAOYSA-M,158.13,158.13,,,,,,,,,,,0,0,,1,1,0
4387,674326,CHEMBL1200375,4.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],SHWNNYZBHZIQQV-UHFFFAOYSA-J,374.27,374.27,,,,,,,,,,,1,0,,1,1,0
4392,674332,CHEMBL1200381,4.0,Cl.N=C(N)NCCC[C@H](N)C(=O)O,KWTQSFXGGICVPE-WCCKRBBISA-N,210.66,210.66,,,,,,,,,,,0,0,,0,1,0
4412,674357,CHEMBL1200406,4.0,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,NFLLKCVHYJRNRH-UHFFFAOYSA-N,469.97,469.97,,,,,,,,,,,0,0,,1,1,0
4440,674409,CHEMBL1200458,4.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],QEEAPRPFLLJWCF-UHFFFAOYSA-K,306.39,306.39,,,,,,,,,,,1,0,,1,0,0
4471,674459,CHEMBL1200508,4.0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,HUHDYASLFWQVOL-WZTVWXICSA-N,1268.88,1464.1,,,,,,,,,,,0,0,,0,1,0
4485,674490,CHEMBL1200539,4.0,O=C([O-])[O-].[Ca+2],VTYYLEPIZMXCLO-UHFFFAOYSA-L,100.09,100.09,,,,,,,,,,,0,0,,1,0,0
4501,674529,CHEMBL1200578,4.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],AIJQWRAOMFRHTQ-UHFFFAOYSA-M,255.23,277.22,,,,,,,,,,,1,0,,1,0,0
4533,674579,CHEMBL1200628,4.0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl,LCTORFDMHNKUSG-XTTLPDOESA-N,1449.27,1485.73,,,,,,,,,,,0,0,,1,1,0
4543,674600,CHEMBL1200649,4.0,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CC(=O)[C@H](CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,WTHRRGMBUAHGNI-LCYNINFDSA-N,1022.24,1022.24,,,,,,,,,,,1,0,,0,1,0
4549,674615,CHEMBL1200664,4.0,CC(O)C(=O)[O-].[K+],PHZLMBHDXVLRIX-UHFFFAOYSA-M,128.17,128.17,,,,,,,,,,,1,0,,0,1,0
4561,674642,CHEMBL1200691,4.0,CC(=O)[O-].CC(=O)[O-].[Mg+2],UEGPKNKPLBYCNK-UHFFFAOYSA-L,142.39,142.39,,,,,,,,,,,0,0,,0,1,0
4571,674662,CHEMBL1200711,4.0,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,DTMGIJFHGGCSLO-FIAQIACWSA-N,687.06,687.06,,,,,,,,,,,0,0,,1,0,0
4585,674687,CHEMBL1200736,4.0,O=C([O-])[O-].[Mg+2],ZLNQQNXFFQJAID-UHFFFAOYSA-L,84.31,84.31,,,,,,,,,,,0,0,,0,0,0
4587,674694,CHEMBL1200743,4.0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],MBVDCEVFLAONHO-UHFFFAOYSA-M,1268.88,1290.87,,,,,,,,,,,0,0,,0,1,0
4589,674698,CHEMBL1200747,4.0,CC(O)C(=O)O.N,RZOBLYBZQXQGFY-UHFFFAOYSA-N,107.11,107.11,,,,,,,,,,,0,0,,0,0,1
4625,674751,CHEMBL1200800,4.0,CC(=O)[O-].CC(=O)[O-].[Ca+2],VSGNNIFQASZAOI-UHFFFAOYSA-L,158.17,158.17,,,,,,,,,,,0,0,,1,1,0
4642,674777,CHEMBL1200826,4.0,O=C([O-])[O-].[Li+].[Li+],XGZVUEUWXADBQD-UHFFFAOYSA-L,73.89,73.89,,,,,,,,,,,0,0,,1,0,0
4700,674879,CHEMBL1200928,4.0,CC(=O)[O-].CC(=O)[O-].[Zn+2],DJWUNCQRNNEAKC-UHFFFAOYSA-L,183.48,183.48,,,,,,,,,,,0,0,,1,1,0
4706,674887,CHEMBL1200936,4.0,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O,KZDCMKVLEYCGQX-UDPGNSCCSA-N,570.71,588.73,,,,,,,,,,,0,0,,0,1,0
4709,674890,CHEMBL1200939,4.0,Cl.N,NLXLAEXVIDQMFP-UHFFFAOYSA-N,53.49,53.49,,,,,,,,,,,0,0,,0,1,0
4763,674966,CHEMBL1201015,4.0,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],WCOATMADISNSBV-UHFFFAOYSA-K,204.11,204.11,,,,,,,,,,,0,0,,0,0,1
4775,674989,CHEMBL1201038,4.0,CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12,YZODJQFXMFEJRM-UHFFFAOYSA-N,388.51,388.51,,,,,,,,,,,0,0,,0,0,1
4789,675005,CHEMBL1201054,4.0,C[75Se]CC[C@H](N)C(=O)O,RJFAYQIBOAGBLC-ZEMBQCNESA-N,196.11,192.07,,,,,,,,,,,0,0,,0,1,0
4792,675009,CHEMBL1201058,4.0,CC(=O)[O-].[K+],SCVFZCLFOSHCOH-UHFFFAOYSA-M,98.14,98.14,,,,,,,,,,,0,0,,0,1,0
4859,675121,CHEMBL1201170,4.0,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],WJSIUCDMWSDDCE-UHFFFAOYSA-K,209.92,209.92,,,,,,,,,,,0,0,,1,0,0
4868,675133,CHEMBL1201182,4.0,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CBPNZQVSJQDFBE-FUXHJELOSA-N,1030.3,1030.3,,,,,,,,,,,1,0,,0,1,0
4932,675242,CHEMBL1201291,4.0,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,TYYBFXNZMFNZJT-UHFFFAOYSA-N,1268.88,1268.88,,,,,,,,,,,1,0,,0,1,0
5075,682597,CHEMBL1208646,4.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)O,HXSKWEQQPCKYIF-UHFFFAOYSA-N,255.23,255.23,,,,,,,,,,,0,0,,1,0,0
5215,699405,CHEMBL1237054,4.0,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,XDKMHMINQXATOR-RCFLUEAHSA-N,1085.16,1085.16,,,,,,,,,,,1,0,,0,1,0
5219,699417,CHEMBL1237066,4.0,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2],FATUQANACHZLRT-KMRXSBRUSA-L,490.42,490.42,,,,,,,,,,,1,0,,0,1,0
5220,699421,CHEMBL1237070,4.0,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1.[Na+],KOOAFHGJVIVFMZ-WZPXRXMFSA-M,1270.29,1292.27,,,,,,,,,,,1,0,,0,1,0
5224,699450,CHEMBL1237099,4.0,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC.[Cl-].[Cl-],APADFLLAXHIMFU-UHFFFAOYSA-L,1035.24,1106.14,,,,,,,,,,,1,0,,0,1,0
5231,699474,CHEMBL1237123,4.0,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,GBLRQXKSCRCLBZ-UHFFFAOYSA-N,1035.24,1035.24,,,,,,,,,,,0,0,,0,1,0
